venue_name,venue_country,city,format,year,matches_played,matches_with_result,first_bat_wins,second_bat_wins,avg_innings1_runs,avg_innings2_runs,avg_innings3_runs,avg_innings4_runs,first_bat_win_pct,second_bat_win_pct,innings1_avg_wickets,innings1_avg_boundary_pct,innings1_avg_run_rate,innings2_avg_wickets,innings2_avg_boundary_pct,innings2_avg_run_rate,innings3_avg_wickets,innings3_avg_boundary_pct,innings3_avg_run_rate,innings4_avg_wickets,innings4_avg_boundary_pct,innings4_avg_run_rate,highest_individual_score_batter,highest_individual_score_runs,highest_individual_score_date,highest_individual_score_opponent,best_bowling_bowler,best_bowling_wickets,best_bowling_runs_conceded,best_bowling_date,best_bowling_opponent,top_run_scorer,top_run_scorer_total_runs,top_wicket_taker,top_wicket_taker_total_wickets
"Sportpark Westvliet, The Hague",Netherlands,The Hague,T20,2022,2,2,1,1,147.5,140.5,,,50.0,50.0,5.5,0.12,7.38,6.0,0.19,8.71,,,,,,,MJ Santner,77,2022-08-05,Netherlands,BM Tickner,4,27,2022-08-04,Netherlands,BFW de Leede,119,BM Tickner,5
"Sportpark Westvliet, The Hague",Netherlands,The Hague,T20,2024,7,7,6,1,156.14,136.29,,,85.71,14.29,7.29,0.15,7.81,7.86,0.12,7.19,,,,,,,HG Munsey,72,2024-05-22,Netherlands,MRJ Watt,4,12,2024-05-22,Netherlands,MP O'Dowd,150,LV van Beek,8
"Sportpark Westvliet, Voorburg",Netherlands,The Hague,T20,2022,3,3,1,2,103.33,83.33,,,33.33,66.67,8.0,0.09,5.17,5.33,0.08,5.17,,,,,,,Yasmeen Khan,69,2022-06-30,Netherlands,W Mwatile,4,18,2022-06-30,Netherlands,Yasmeen Khan,84,F Overdijk,5
"Sportpark Westvliet, Voorburg",Netherlands,The Hague,T20,2025,8,8,4,4,149.5,136.38,,,50.0,50.0,6.25,0.12,7.48,5.25,0.11,7.37,,,,,,,MP O'Dowd,92,2025-07-09,Guernsey,HJ Manenti,5,31,2025-07-09,Scotland,MP O'Dowd,204,HJ Manenti,8
"St Albans Club, Buenos Aires",Argentina,Buenos Aires,T20,2023,4,4,3,1,123.0,80.75,,,75.0,25.0,7.5,0.1,6.31,7.75,0.04,4.32,,,,,,,YSD Seneveratne,74,2023-02-28,Bahamas,K Hinds,5,18,2023-02-28,Cayman Islands,YSD Seneveratne,78,K Hinds,6
"St Albans Club, Buenos Aires",Argentina,Buenos Aires,T20,2024,9,9,4,5,114.11,94.33,,,44.44,55.56,7.0,0.08,6.01,5.56,0.11,6.67,,,,,,,YSD Seneveratne,150,2024-12-14,Brazil,ML Castillo,6,16,2024-12-14,Panama,YSD Seneveratne,163,ML Castillo,8
"St Albans Club, Buenos Aires",Argentina,Buenos Aires,T20,2025,11,11,8,3,90.82,58.27,,,72.73,27.27,6.09,0.03,5.06,7.09,0.02,3.98,,,,,,,D Dhingra,52,2025-03-14,Brazil,NC Monteiro,5,7,2025-03-10,Argentina,D Dhingra,123,AI Chudasama,10
"St George's College Ground, Buenos Aires",Argentina,Buenos Aires,T20,2024,9,9,7,2,102.33,68.78,,,77.78,22.22,7.78,0.07,5.29,8.22,0.06,4.29,,,,,,,T Manders,52,2024-12-11,Brazil,PK Mohanarangam,4,15,2024-12-12,Suriname,T Manders,86,PK Mohanarangam,8
St George's Park,South Africa,Port Elizabeth,ODI,2005,3,3,0,3,238.67,240.67,,,0.0,100.0,8.33,0.07,4.77,6.0,0.08,4.97,,,,,,,GC Smith,105,2005-02-04,England,M Ntini,3,37,2005-10-30,New Zealand,HH Gibbs,152,M Ntini,6
St George's Park,South Africa,Port Elizabeth,ODI,2006,2,2,2,0,248.5,196.5,,,100.0,0.0,7.0,0.08,4.97,10.0,0.09,4.56,,,,,,,HH Gibbs,93,2006-11-29,India,B Lee,4,48,2006-03-05,South Africa,HH Gibbs,109,B Lee,4
St George's Park,South Africa,Port Elizabeth,ODI,2007,2,1,0,1,227.0,210.0,,,0.0,100.0,8.5,0.07,4.55,3.0,0.12,5.43,,,,,,,BB McCullum,81,2007-11-30,South Africa,AJ Hall,4,35,2007-02-09,Pakistan,BB McCullum,81,AJ Hall,4
St George's Park,South Africa,Port Elizabeth,ODI,2008,1,1,0,1,252.0,256.0,,,0.0,100.0,7.0,0.09,5.04,3.0,0.09,5.26,,,,,,,JH Kallis,121,2008-01-27,West Indies,J Botha,2,29,2008-01-27,West Indies,JH Kallis,121,J Botha,2
St George's Park,South Africa,Port Elizabeth,ODI,2009,2,2,1,1,218.0,188.5,,,50.0,50.0,8.0,0.09,4.79,6.5,0.09,4.72,,,,,,,HH Gibbs,110,2009-04-13,Australia,JM Anderson,5,23,2009-11-29,South Africa,HH Gibbs,110,JM Anderson,5
St George's Park,South Africa,Port Elizabeth,ODI,2011,2,2,2,0,284.0,182.5,,,100.0,0.0,6.5,0.08,5.68,8.0,0.06,4.39,,,,,,,V Kohli,87,2011-01-21,South Africa,M Morkel,4,22,2011-10-23,Australia,JP Duminy,127,M Morkel,5
St George's Park,South Africa,Port Elizabeth,ODI,2013,1,1,1,0,262.0,261.0,,,100.0,0.0,10.0,0.1,5.82,6.0,0.08,5.8,,,,,,,Ahmed Shehzad,102,2013-11-27,South Africa,DW Steyn,6,39,2013-11-27,Pakistan,Ahmed Shehzad,102,DW Steyn,6
St George's Park,South Africa,Port Elizabeth,ODI,2015,1,1,0,1,262.0,266.0,,,0.0,100.0,8.0,0.09,5.24,9.0,0.11,5.48,,,,,,,DA Miller,130,2015-01-25,West Indies,JO Holder,4,53,2015-01-25,South Africa,DA Miller,130,JO Holder,4
St George's Park,South Africa,Port Elizabeth,ODI,2016,2,2,0,2,214.5,215.5,,,0.0,100.0,8.5,0.08,4.9,4.5,0.1,5.2,,,,,,,AD Hales,99,2016-02-06,South Africa,KJ Abbott,4,40,2016-10-09,Australia,F du Plessis,115,KJ Abbott,7
St George's Park,South Africa,Port Elizabeth,ODI,2017,1,1,0,1,181.0,185.0,,,0.0,100.0,10.0,0.06,3.73,2.0,0.09,5.39,,,,,,,BKG Mendis,62,2017-01-28,South Africa,Imran Tahir,3,26,2017-01-28,Sri Lanka,BKG Mendis,62,Imran Tahir,3
St George's Park,South Africa,Port Elizabeth,ODI,2018,1,1,1,0,274.0,201.0,,,100.0,0.0,7.0,0.1,5.48,10.0,0.07,4.75,,,,,,,RG Sharma,115,2018-02-13,South Africa,L Ngidi,4,51,2018-02-13,India,RG Sharma,115,Kuldeep Yadav,4
St George's Park,South Africa,Port Elizabeth,ODI,2019,2,2,0,2,227.5,228.5,,,0.0,100.0,6.0,0.09,5.06,4.5,0.11,5.61,,,,,,,HM Amla,108,2019-01-19,Pakistan,DM de Silva,3,41,2019-03-13,South Africa,HM Amla,108,A Nortje,3
St George's Park,South Africa,Port Elizabeth,T20,2007,1,1,0,1,58.0,60.0,,,0.0,100.0,8.0,0.05,4.46,5.0,0.15,6.1,,,,,,,J Botha,28,2007-12-16,West Indies,DW Steyn,4,9,2007-12-16,West Indies,J Botha,28,DW Steyn,4
St George's Park,South Africa,Port Elizabeth,T20,2012,1,1,1,0,179.0,146.0,,,100.0,0.0,6.0,0.17,8.95,9.0,0.17,7.3,,,,,,,H Davids,68,2012-12-26,New Zealand,R McLaren,3,25,2012-12-26,New Zealand,H Davids,68,AM Phangiso,3
St George's Park,South Africa,Port Elizabeth,T20,2020,1,1,1,0,158.0,146.0,,,100.0,0.0,4.0,0.13,7.9,6.0,0.09,7.3,,,,,,,Q de Kock,70,2020-02-23,Australia,L Ngidi,3,41,2020-02-23,Australia,Q de Kock,70,L Ngidi,3
St George's Park,South Africa,Port Elizabeth,Test,2007,2,2,1,1,266.0,230.0,253.0,225.5,50.0,50.0,10.0,0.06,3.08,10.0,0.08,3.31,10.0,0.05,2.76,7.5,0.06,3.4,S Chanderpaul,104,2007-12-26,South Africa,M Ntini,6,59,2007-01-19,Pakistan,JH Kallis,200,M Ntini,12
St George's Park,South Africa,Port Elizabeth,Test,2013,1,1,1,0,525.0,121.0,211.0,,100.0,0.0,8.0,0.06,3.41,10.0,0.08,2.71,10.0,0.07,2.44,,,,F du Plessis,137,2013-01-11,New Zealand,DW Steyn,5,17,2013-01-11,New Zealand,F du Plessis,137,DW Steyn,8
St George's Park,South Africa,Port Elizabeth,Test,2014,2,1,1,0,420.0,260.5,270.0,216.0,100.0,0.0,9.0,0.07,3.11,9.5,0.1,3.9,5.0,0.09,4.22,10.0,0.05,2.93,HM Amla,127,2014-02-20,Australia,NM Lyon,5,130,2014-02-20,South Africa,D Elgar,220,M Morkel,8
St George's Park,South Africa,Port Elizabeth,Test,2016,1,1,1,0,286.0,205.0,406.0,281.0,100.0,0.0,10.0,0.06,2.89,10.0,0.07,3.16,6.0,0.06,4.47,10.0,0.06,2.91,SC Cook,117,2016-12-26,Sri Lanka,VD Philander,5,45,2016-12-26,Sri Lanka,SC Cook,176,RAS Lakmal,6
St George's Park,South Africa,Port Elizabeth,Test,2018,1,1,0,1,243.0,382.0,239.0,102.0,0.0,100.0,10.0,0.08,3.4,10.0,0.07,3.22,10.0,0.07,3.02,4.0,0.09,4.47,AB de Villiers,126,2018-03-09,Australia,K Rabada,6,54,2018-03-09,Australia,AB de Villiers,154,K Rabada,11
St George's Park,South Africa,Port Elizabeth,Test,2019,1,1,0,1,222.0,154.0,128.0,197.0,0.0,100.0,10.0,0.08,3.62,9.0,0.12,4.09,10.0,0.06,2.88,2.0,0.11,4.31,Q de Kock,86,2019-02-21,Sri Lanka,K Rabada,4,38,2019-02-21,Sri Lanka,BKG Mendis,100,CAK Rajitha,5
St George's Park,South Africa,Port Elizabeth,Test,2020,1,1,1,0,499.0,209.0,237.0,,100.0,0.0,9.0,0.07,3.28,10.0,0.06,2.41,10.0,0.07,2.67,,,,OJ Pope,135,2020-01-16,South Africa,DM Bess,5,51,2020-01-16,South Africa,OJ Pope,135,DM Bess,6
"St George's Park, Gqeberha",South Africa,Gqeberha,ODI,2023,1,1,0,1,211.0,215.0,,,0.0,100.0,10.0,0.09,4.55,2.0,0.11,5.06,,,,,,,T de Zorzi,119,2023-12-19,India,N Burger,3,30,2023-12-19,India,T de Zorzi,119,N Burger,3
"St George's Park, Gqeberha",South Africa,Gqeberha,T20,2023,6,6,2,4,138.17,116.17,,,33.33,66.67,6.83,0.13,6.95,3.0,0.16,7.56,,,,,,,S Mandhana,87,2023-02-20,Ireland,Renuka Singh,5,15,2023-02-18,England,S Mandhana,139,G Wareham,6
"St George's Park, Gqeberha",South Africa,Gqeberha,T20,2024,1,1,0,1,124.0,128.0,,,0.0,100.0,6.0,0.11,6.2,7.0,0.15,6.74,,,,,,,T Stubbs,47,2024-11-10,India,CV Varun,5,17,2024-11-10,South Africa,T Stubbs,47,CV Varun,5
"St George's Park, Gqeberha",South Africa,Gqeberha,Test,2024,1,1,1,0,358.0,328.0,317.0,238.0,100.0,0.0,10.0,0.08,3.45,10.0,0.07,3.3,10.0,0.06,3.69,10.0,0.08,3.44,K Verreynne,105,2024-12-05,Sri Lanka,D Paterson,5,71,2024-12-05,Sri Lanka,T Bavuma,144,D Paterson,7
"St George's Park, Port Elizabeth",South Africa,Gqeberha,ODI,2003,5,5,4,1,227.4,176.2,,,80.0,20.0,8.2,0.07,4.55,8.8,0.07,3.99,,,,,,,A Symonds,91,2003-03-18,Sri Lanka,AJ Bichel,7,20,2003-03-02,England,MG Bevan,130,AJ Bichel,8
"St George's Park, Port Elizabeth",South Africa,Port Elizabeth,Test,2017,1,1,1,0,309.0,68.0,121.0,,100.0,0.0,9.0,0.09,3.94,10.0,0.06,2.25,10.0,0.07,2.85,,,,AK Markram,125,2017-12-26,Zimbabwe,M Morkel,5,21,2017-12-26,Zimbabwe,AK Markram,125,AL Phehlukwayo,5
"St George's Park, Port Elizabeth",South Africa,Gqeberha,Test,2022,1,1,1,0,453.0,217.0,176.0,80.0,100.0,0.0,10.0,0.07,3.32,10.0,0.07,2.92,6.0,0.08,4.42,10.0,0.08,3.4,KA Maharaj,84,2022-04-08,Bangladesh,KA Maharaj,7,40,2022-04-08,Bangladesh,T Bavuma,97,KA Maharaj,9
St Lawrence Ground,United Kingdom,Canterbury,ODI,2005,1,1,0,1,250.0,254.0,,,0.0,100.0,8.0,0.07,5.0,4.0,0.09,5.27,,,,,,,MJ Clarke,80,2005-06-30,Bangladesh,SR Watson,3,43,2005-06-30,Bangladesh,MJ Clarke,80,SR Watson,3
St Lawrence Ground,United Kingdom,Canterbury,ODI,2018,1,1,0,1,228.0,232.0,,,0.0,100.0,10.0,0.07,4.58,3.0,0.1,5.27,,,,,,,TT Beaumont,105,2018-06-15,South Africa,KH Brunt,3,52,2018-06-15,South Africa,TT Beaumont,105,KH Brunt,3
St Lawrence Ground,United Kingdom,Canterbury,ODI,2019,1,1,1,0,269.0,75.0,,,100.0,0.0,7.0,0.11,5.38,10.0,0.05,2.28,,,,,,,MM Lanning,69,2019-07-07,England,EA Perry,7,22,2019-07-07,England,MM Lanning,69,EA Perry,7
St Lawrence Ground,United Kingdom,Canterbury,T20,2012,1,1,1,0,137.0,104.0,,,100.0,0.0,5.0,0.13,6.85,8.0,0.05,5.2,,,,,,,SJ Taylor,69,2012-06-26,India,DN Wyatt,2,10,2012-06-26,India,SJ Taylor,69,DN Wyatt,2
St Lawrence Ground,United Kingdom,Canterbury,Test,2015,1,1,1,0,274.0,168.0,156.0,101.0,100.0,0.0,9.0,0.05,2.71,10.0,0.04,1.98,6.0,0.05,2.79,10.0,0.03,1.71,JL Jonassen,99,2015-08-11,England,EA Perry,6,32,2015-08-11,England,JL Jonassen,153,EA Perry,9
"St Lawrence Ground, Canterbury",United Kingdom,Canterbury,ODI,2003,1,1,1,0,272.0,226.0,,,100.0,0.0,5.0,0.1,5.44,9.0,0.06,4.54,,,,,,,JH Kallis,125,2003-06-29,Zimbabwe,AJ Hall,3,38,2003-06-29,Zimbabwe,JH Kallis,125,AJ Hall,3
"St Lawrence Ground, Canterbury",United Kingdom,Canterbury,ODI,2021,1,1,1,0,347.0,144.0,,,100.0,0.0,5.0,0.15,6.94,10.0,0.08,4.08,,,,,,,TT Beaumont,102,2021-09-26,New Zealand,HC Knight,3,24,2021-09-26,New Zealand,TT Beaumont,102,HC Knight,3
"St Lawrence Ground, Canterbury",United Kingdom,Canterbury,ODI,2022,1,1,1,0,333.0,245.0,,,100.0,0.0,5.0,0.15,6.66,10.0,0.09,5.53,,,,,,,H Kaur,143,2022-09-21,England,Renuka Singh,4,57,2022-09-21,England,H Kaur,143,Renuka Singh,4
"St Lawrence Ground, Canterbury",United Kingdom,Canterbury,T20,2024,1,1,0,1,141.0,142.0,,,0.0,100.0,8.0,0.19,7.05,4.0,0.14,7.34,,,,,,,A Capsey,67,2024-07-11,New Zealand,S Ecclestone,4,25,2024-07-11,New Zealand,A Capsey,67,S Ecclestone,4
"St Lawrence Ground, Canterbury",United Kingdom,Canterbury,T20,2025,1,1,0,1,146.0,150.0,,,0.0,100.0,7.0,0.18,7.3,2.0,0.2,9.09,,,,,,,HK Matthews,100,2025-05-21,England,LK Bell,2,29,2025-05-21,West Indies,HK Matthews,100,LK Bell,2
Stadium Australia,Australia,Sydney,T20,2012,1,1,1,0,171.0,140.0,,,100.0,0.0,4.0,0.15,8.55,6.0,0.1,7.0,,,,,,,MS Wade,72,2012-02-01,India,DJ Hussey,2,4,2012-02-01,India,MS Wade,72,DJ Hussey,2
Stadium Australia,Australia,Sydney,T20,2013,1,1,0,1,137.0,139.0,,,0.0,100.0,3.0,0.08,6.85,5.0,0.12,7.38,,,,,,,DA Warner,90,2013-01-26,Sri Lanka,GJ Maxwell,2,15,2013-01-26,Sri Lanka,DA Warner,90,GJ Maxwell,2
Stadium Australia,Australia,Sydney,T20,2014,3,3,1,2,147.0,119.67,,,33.33,66.67,6.67,0.13,7.35,7.0,0.11,6.43,,,,,,,GJ Bailey,49,2014-02-02,England,RM Farrell,4,15,2014-02-02,England,CL White,82,RM Farrell,4
"Stars Arena Hofstade, Zemst",Belgium,Zemst,T20,2025,11,11,3,8,130.09,110.91,,,27.27,72.73,7.82,0.12,6.88,5.09,0.12,7.47,,,,,,,SP Gomes,67,2025-05-30,Malta,R Hashu,4,17,2025-06-01,Belgium,SP Gomes,173,R Hashu,13
"Stubberudmyra Cricket Ground, Oslo",Norway,Oslo,T20,2025,3,3,2,1,170.67,134.0,,,66.67,33.33,7.33,0.18,8.53,7.67,0.11,6.89,,,,,,,Saeed Ahmed,73,2025-08-17,Hungary,Samiullah Rahmani,4,23,2025-08-17,Norway,Saeed Ahmed,105,Samiullah Rahmani,6
Subrata Roy Sahara Stadium,India,Pune,T20,2012,1,1,0,1,157.0,158.0,,,0.0,100.0,6.0,0.15,7.85,5.0,0.15,8.86,,,,,,,AD Hales,56,2012-12-20,India,Yuvraj Singh,3,19,2012-12-20,England,AD Hales,56,Yuvraj Singh,3
"Sunrise Sports Club, Harare",Zimbabwe,Harare,ODI,2021,1,1,1,0,195.0,81.0,,,100.0,0.0,6.0,0.06,3.9,10.0,0.04,3.08,,,,,,,Aliya Riaz,48,2021-11-27,Zimbabwe,Sadia Iqbal,3,4,2021-11-27,Zimbabwe,Aliya Riaz,48,Anam Amin,3
SuperSport Park,South Africa,Centurion,ODI,2004,1,1,0,1,297.0,300.0,,,0.0,100.0,4.0,0.09,5.94,3.0,0.13,6.67,,,,,,,JH Kallis,95,2004-02-01,West Indies,SM Pollock,2,40,2004-02-01,West Indies,JH Kallis,95,SM Pollock,2
SuperSport Park,South Africa,Centurion,ODI,2005,3,3,1,2,217.67,192.33,,,33.33,66.67,10.0,0.08,4.54,7.33,0.09,4.65,,,,,,,KP Pietersen,116,2005-02-13,South Africa,AJ Hall,4,23,2005-11-06,New Zealand,AG Prince,149,AJ Hall,7
SuperSport Park,South Africa,Centurion,ODI,2006,2,2,0,2,214.5,204.0,,,0.0,100.0,8.5,0.07,4.44,2.5,0.12,5.97,,,,,,,GC Smith,119,2006-02-26,Australia,SM Pollock,3,23,2006-02-26,Australia,GC Smith,198,M Ntini,5
SuperSport Park,South Africa,Centurion,ODI,2007,1,1,1,0,392.0,228.0,,,100.0,0.0,6.0,0.16,7.84,10.0,0.11,4.89,,,,,,,JH Kallis,88,2007-02-04,Pakistan,JH Kallis,3,34,2007-02-04,Pakistan,JH Kallis,88,JH Kallis,3
SuperSport Park,South Africa,Centurion,ODI,2008,1,1,0,1,175.0,176.0,,,0.0,100.0,10.0,0.06,4.88,4.0,0.08,5.18,,,,,,,JP Duminy,79,2008-01-20,West Indies,DW Steyn,2,24,2008-01-20,West Indies,JP Duminy,79,A Nel,2
SuperSport Park,South Africa,Centurion,ODI,2009,11,10,4,6,251.45,214.5,,,40.0,60.0,8.0,0.09,5.2,6.0,0.09,5.11,,,,,,,GC Smith,141,2009-09-27,England,WD Parnell,5,57,2009-09-24,New Zealand,GC Smith,311,WD Parnell,15
SuperSport Park,South Africa,Centurion,ODI,2011,2,2,2,0,216.5,181.5,,,100.0,0.0,6.5,0.11,5.87,10.0,0.13,5.83,,,,,,,HM Amla,116,2011-01-23,India,M Morkel,4,52,2011-01-23,India,HM Amla,140,DW Steyn,4
SuperSport Park,South Africa,Centurion,ODI,2013,4,3,0,3,212.0,183.67,,,0.0,100.0,9.5,0.07,4.47,4.0,0.09,4.75,,,,,,,AB de Villiers,109,2013-12-11,India,Mohammad Irfan,4,33,2013-03-15,South Africa,AB de Villiers,161,I Sharma,4
SuperSport Park,South Africa,Centurion,ODI,2015,2,2,2,0,332.5,257.0,,,100.0,0.0,6.0,0.15,7.34,10.0,0.11,6.0,,,,,,,HM Amla,133,2015-01-28,West Indies,WD Parnell,4,42,2015-01-28,West Indies,HM Amla,257,WD Parnell,4
SuperSport Park,South Africa,Centurion,ODI,2016,2,2,0,2,306.0,307.0,,,0.0,100.0,8.5,0.13,6.12,3.5,0.17,7.5,,,,,,,Q de Kock,178,2016-09-30,Australia,AL Phehlukwayo,4,44,2016-09-30,Australia,Q de Kock,313,AL Phehlukwayo,4
SuperSport Park,South Africa,Centurion,ODI,2017,1,1,1,0,384.0,296.0,,,100.0,0.0,6.0,0.15,7.68,8.0,0.12,5.92,,,,,,,HM Amla,154,2017-02-10,Sri Lanka,CH Morris,4,31,2017-02-10,Sri Lanka,HM Amla,154,CH Morris,4
SuperSport Park,South Africa,Centurion,ODI,2018,2,2,0,2,161.0,162.5,,,0.0,100.0,10.0,0.08,4.0,1.5,0.14,6.1,,,,,,,V Kohli,129,2018-02-16,South Africa,YS Chahal,5,22,2018-02-04,South Africa,V Kohli,175,YS Chahal,7
SuperSport Park,South Africa,Centurion,ODI,2019,2,2,1,1,284.0,162.5,,,50.0,50.0,8.0,0.12,5.95,6.0,0.08,4.97,,,,,,,Imam-ul-Haq,101,2019-01-25,South Africa,NLTC Perera,3,26,2019-03-06,South Africa,Q de Kock,127,K Rabada,5
SuperSport Park,South Africa,Centurion,T20,2009,2,2,2,0,198.5,148.0,,,100.0,0.0,5.5,0.22,9.93,8.0,0.14,7.4,,,,,,,LE Bosman,94,2009-11-15,England,J Botha,2,16,2009-03-29,Australia,LE Bosman,94,JA Morkel,3
SuperSport Park,South Africa,Centurion,T20,2013,1,1,1,0,195.0,100.0,,,100.0,0.0,7.0,0.23,9.75,10.0,0.16,8.11,,,,,,,Mohammad Hafeez,86,2013-03-03,South Africa,Umar Gul,5,6,2013-03-03,South Africa,Mohammad Hafeez,86,Umar Gul,5
SuperSport Park,South Africa,Centurion,T20,2014,1,1,0,1,128.0,129.0,,,0.0,100.0,7.0,0.1,6.4,4.0,0.18,8.6,,,,,,,Q de Kock,41,2014-03-14,Australia,MA Starc,2,16,2014-03-14,South Africa,Q de Kock,41,GB Hogg,2
SuperSport Park,South Africa,Centurion,T20,2015,1,1,1,0,177.0,145.0,,,100.0,0.0,7.0,0.21,8.85,8.0,0.14,7.25,,,,,,,MJ Guptill,60,2015-08-16,South Africa,K Rabada,3,30,2015-08-16,New Zealand,MJ Guptill,60,K Rabada,3
SuperSport Park,South Africa,Centurion,T20,2017,1,1,1,0,126.0,107.0,,,100.0,0.0,5.0,0.3,12.6,6.0,0.27,10.7,,,,,,,N Dickwella,43,2017-01-20,South Africa,L Ngidi,2,12,2017-01-20,Sri Lanka,N Dickwella,43,Imran Tahir,2
SuperSport Park,South Africa,Centurion,T20,2018,2,1,0,1,159.0,189.0,,,0.0,100.0,3.5,0.19,8.89,4.0,0.21,10.12,,,,,,,MK Pandey,79,2018-02-21,South Africa,CJ Dala,2,28,2018-02-21,India,MK Pandey,79,CJ Dala,2
SuperSport Park,South Africa,Centurion,T20,2019,3,3,3,0,170.33,143.0,,,100.0,0.0,5.67,0.17,8.52,8.67,0.16,7.15,,,,,,,I Udana,84,2019-03-22,South Africa,BE Hendricks,4,14,2019-02-06,Pakistan,HE van der Dussen,105,CH Morris,5
SuperSport Park,South Africa,Centurion,T20,2020,1,1,0,1,222.0,226.0,,,0.0,100.0,6.0,0.23,11.1,5.0,0.3,11.79,,,,,,,H Klaasen,66,2020-02-16,England,TK Curran,2,33,2020-02-16,South Africa,H Klaasen,66,BA Stokes,2
SuperSport Park,South Africa,Centurion,Test,2005,1,1,0,1,269.0,480.0,149.0,,0.0,100.0,10.0,0.07,3.16,7.0,0.1,4.37,10.0,0.06,2.5,,,,AG Prince,139,2005-03-11,Zimbabwe,M Zondeki,6,39,2005-03-11,Zimbabwe,AG Prince,139,M Zondeki,9
SuperSport Park,South Africa,Centurion,Test,2006,1,1,1,0,276.0,327.0,299.0,120.0,100.0,0.0,10.0,0.07,2.88,10.0,0.11,4.56,10.0,0.07,3.05,10.0,0.06,3.33,JDP Oram,133,2006-04-15,South Africa,DW Steyn,5,47,2006-04-15,New Zealand,JDP Oram,135,M Ntini,10
SuperSport Park,South Africa,Centurion,Test,2007,1,1,0,1,188.0,383.0,136.0,,0.0,100.0,10.0,0.09,3.32,10.0,0.09,3.94,9.0,0.11,3.94,,,,JH Kallis,131,2007-11-16,New Zealand,DW Steyn,6,49,2007-11-16,New Zealand,JH Kallis,131,DW Steyn,10
SuperSport Park,South Africa,Centurion,Test,2008,1,1,0,1,250.0,429.0,131.0,,0.0,100.0,10.0,0.09,3.28,10.0,0.08,3.72,10.0,0.08,3.57,,,,AG Prince,162,2008-11-26,Bangladesh,Shakib Al Hasan,6,99,2008-11-26,South Africa,AG Prince,162,M Morkel,6
SuperSport Park,South Africa,Centurion,Test,2009,1,0,0,0,418.0,356.0,301.0,228.0,,,10.0,0.06,2.73,10.0,0.07,3.42,7.0,0.07,3.51,9.0,0.05,2.38,JH Kallis,120,2009-12-16,England,GP Swann,5,110,2009-12-16,South Africa,JH Kallis,124,PL Harris,7
SuperSport Park,South Africa,Centurion,Test,2010,1,1,0,1,136.0,620.0,459.0,,0.0,100.0,10.0,0.09,3.52,4.0,0.09,4.76,10.0,0.08,3.58,,,,JH Kallis,201,2010-12-16,India,M Morkel,5,20,2010-12-16,India,JH Kallis,201,DW Steyn,7
SuperSport Park,South Africa,Centurion,Test,2011,1,1,0,1,180.0,411.0,150.0,,0.0,100.0,10.0,0.07,3.78,10.0,0.07,3.37,10.0,0.09,3.83,,,,AB de Villiers,99,2011-12-15,Sri Lanka,VD Philander,5,49,2011-12-15,Sri Lanka,AB de Villiers,99,VD Philander,10
SuperSport Park,South Africa,Centurion,Test,2013,1,1,1,0,409.0,156.0,235.0,,100.0,0.0,10.0,0.09,3.96,10.0,0.07,3.34,10.0,0.06,3.01,,,,AB de Villiers,121,2013-02-22,Pakistan,KJ Abbott,7,29,2013-02-22,Pakistan,AB de Villiers,121,KJ Abbott,9
SuperSport Park,South Africa,Centurion,Test,2014,2,2,2,0,474.5,203.5,210.5,200.0,100.0,0.0,7.5,0.07,3.59,9.5,0.06,3.35,6.5,0.09,3.55,10.0,0.06,3.35,HM Amla,208,2014-12-17,West Indies,MG Johnson,7,68,2014-02-12,South Africa,AB de Villiers,291,DW Steyn,12
SuperSport Park,South Africa,Centurion,Test,2016,2,2,2,0,478.0,278.0,190.0,148.0,100.0,0.0,9.0,0.08,3.36,10.0,0.08,3.47,6.0,0.06,2.89,10.0,0.08,3.13,Q de Kock,129,2016-01-22,England,K Rabada,7,112,2016-01-22,England,Q de Kock,270,K Rabada,18
SuperSport Park,South Africa,Centurion,Test,2018,2,2,1,1,258.0,265.0,224.0,151.0,50.0,50.0,10.0,0.09,3.4,10.0,0.08,3.52,10.0,0.07,3.11,7.0,0.07,2.99,V Kohli,153,2018-01-13,South Africa,D Olivier,6,37,2018-12-26,Pakistan,D Elgar,164,D Olivier,11
SuperSport Park,South Africa,Centurion,Test,2019,1,1,1,0,284.0,181.0,272.0,268.0,100.0,0.0,10.0,0.09,3.36,10.0,0.09,3.39,10.0,0.09,4.41,10.0,0.07,2.88,Q de Kock,95,2019-12-26,England,JC Archer,5,102,2019-12-26,South Africa,Q de Kock,129,K Rabada,7
SuperSport Park,South Africa,Centurion,Test,2020,1,1,0,1,396.0,621.0,180.0,,0.0,100.0,10.0,0.09,4.12,10.0,0.09,4.37,9.0,0.11,3.9,,,,F du Plessis,199,2020-12-26,Sri Lanka,L Sipamla,4,76,2020-12-26,Sri Lanka,F du Plessis,199,L Sipamla,6
"SuperSport Park, Centurion",South Africa,Centurion,ODI,2003,5,5,1,4,213.0,196.6,,,20.0,80.0,8.4,0.07,4.56,4.2,0.14,6.04,,,,,,,RT Ponting,114,2003-03-07,Sri Lanka,VC Drakes,5,44,2003-02-23,Canada,SR Tendulkar,149,B Lee,6
