match_id,format,innings_no,team,bowler,legal_balls,overs_text,overs_decimal,maidens,runs_conceded,wickets,wides,no_balls,dot_balls,boundary_balls_conceded,economy,bowling_strike_rate,bowling_average
odi_2019-06-21_netherlands_zimbabwe_1188378,ODI,2,Zimbabwe,KM Jarvis,60,10.0,10.0,0,57,0,0,1,31,6,5.7,,
odi_2019-06-21_netherlands_zimbabwe_1188378,ODI,2,Zimbabwe,TL Chatara,56,9.2,9.333,1,44,1,3,0,34,4,4.71,56.0,44.0
odi_2019-06-21_netherlands_zimbabwe_1188378,ODI,2,Zimbabwe,A Ndlovu,48,8.0,8.0,0,51,0,0,0,23,7,6.38,,
odi_2019-06-21_netherlands_zimbabwe_1188378,ODI,2,Zimbabwe,Sikandar Raza,12,2.0,2.0,0,17,0,0,0,3,2,8.5,,
odi_2019-06-21_netherlands_zimbabwe_1188378,ODI,2,Zimbabwe,DT Tiripano,60,10.0,10.0,0,62,2,1,0,25,8,6.2,30.0,31.0
odi_2019-06-21_netherlands_zimbabwe_1188378,ODI,2,Zimbabwe,SC Williams,42,7.0,7.0,1,43,4,2,2,22,4,6.14,10.5,10.75
odi_2019-06-21_netherlands_zimbabwe_1188378,ODI,2,Zimbabwe,SF Mire,18,3.0,3.0,0,17,0,1,0,7,1,5.67,,
odi_2019-08-08_west_indies_india_1188624,ODI,1,India,B Kumar,24,4.0,4.0,1,11,0,2,0,20,1,2.75,,
odi_2019-08-08_west_indies_india_1188624,ODI,1,India,Mohammed Shami,18,3.0,3.0,0,5,0,0,0,12,0,1.67,,
odi_2019-08-08_west_indies_india_1188624,ODI,1,India,KK Ahmed,18,3.0,3.0,0,27,0,0,0,8,4,9.0,,
odi_2019-08-08_west_indies_india_1188624,ODI,1,India,Kuldeep Yadav,12,2.0,2.0,0,3,1,0,0,9,0,1.5,12.0,3.0
odi_2019-08-08_west_indies_india_1188624,ODI,1,India,RA Jadeja,6,1.0,1.0,0,6,0,0,0,2,0,6.0,,
odi_2019-08-11_west_indies_india_1188625,ODI,1,West Indies,SS Cottrell,60,10.0,10.0,0,49,1,2,0,30,4,4.9,60.0,49.0
odi_2019-08-11_west_indies_india_1188625,ODI,1,West Indies,KAJ Roach,42,7.0,7.0,0,54,0,2,1,16,7,7.71,,
odi_2019-08-11_west_indies_india_1188625,ODI,1,West Indies,JO Holder,54,9.0,9.0,0,53,1,1,0,25,6,5.89,54.0,53.0
odi_2019-08-11_west_indies_india_1188625,ODI,1,West Indies,O Thomas,24,4.0,4.0,0,32,0,2,1,12,4,8.0,,
odi_2019-08-11_west_indies_india_1188625,ODI,1,West Indies,RL Chase,60,10.0,10.0,1,37,1,0,0,35,3,3.7,60.0,37.0
odi_2019-08-11_west_indies_india_1188625,ODI,1,West Indies,CR Brathwaite,60,10.0,10.0,0,53,3,2,0,24,4,5.3,20.0,17.67
odi_2019-08-11_west_indies_india_1188625,ODI,2,India,B Kumar,48,8.0,8.0,0,31,4,5,0,34,3,3.88,12.0,7.75
odi_2019-08-11_west_indies_india_1188625,ODI,2,India,Mohammed Shami,48,8.0,8.0,0,39,2,2,0,31,6,4.88,24.0,19.5
odi_2019-08-11_west_indies_india_1188625,ODI,2,India,KK Ahmed,42,7.0,7.0,0,32,1,2,0,22,3,4.57,42.0,32.0
odi_2019-08-11_west_indies_india_1188625,ODI,2,India,Kuldeep Yadav,60,10.0,10.0,0,59,2,1,0,20,5,5.9,30.0,29.5
odi_2019-08-11_west_indies_india_1188625,ODI,2,India,KM Jadhav,30,5.0,5.0,0,25,0,1,0,15,3,5.0,,
odi_2019-08-11_west_indies_india_1188625,ODI,2,India,RA Jadeja,24,4.0,4.0,0,15,1,0,1,13,1,3.75,24.0,15.0
odi_2019-08-14_west_indies_india_1188626,ODI,1,India,B Kumar,30,5.0,5.0,1,48,0,3,0,14,8,9.6,,
odi_2019-08-14_west_indies_india_1188626,ODI,1,India,Mohammed Shami,42,7.0,7.0,1,50,2,1,1,19,6,7.14,21.0,25.0
odi_2019-08-14_west_indies_india_1188626,ODI,1,India,KK Ahmed,42,7.0,7.0,0,68,3,0,0,18,11,9.71,14.0,22.67
odi_2019-08-14_west_indies_india_1188626,ODI,1,India,YS Chahal,42,7.0,7.0,0,32,1,1,0,21,2,4.57,42.0,32.0
odi_2019-08-14_west_indies_india_1188626,ODI,1,India,KM Jadhav,24,4.0,4.0,0,13,0,0,0,14,1,3.25,,
odi_2019-08-14_west_indies_india_1188626,ODI,1,India,RA Jadeja,30,5.0,5.0,0,26,1,1,0,15,2,5.2,30.0,26.0
odi_2019-08-14_west_indies_india_1188626,ODI,2,West Indies,KAJ Roach,42,7.0,7.0,0,53,1,1,0,15,8,7.57,42.0,53.0
odi_2019-08-14_west_indies_india_1188626,ODI,2,West Indies,JO Holder,24,4.0,4.0,0,39,0,0,0,4,6,9.75,,
odi_2019-08-14_west_indies_india_1188626,ODI,2,West Indies,KMA Paul,30,5.0,5.0,0,39,0,5,0,8,4,7.8,,
odi_2019-08-14_west_indies_india_1188626,ODI,2,West Indies,FA Allen,36,6.0,6.0,0,40,2,0,0,15,4,6.67,18.0,20.0
odi_2019-08-14_west_indies_india_1188626,ODI,2,West Indies,RL Chase,42,7.0,7.0,0,43,0,0,0,18,4,6.14,,
odi_2019-08-14_west_indies_india_1188626,ODI,2,West Indies,CR Brathwaite,21,3.3,3.5,0,38,0,2,0,3,5,10.86,,
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,1,Bangladesh,Shafiul Islam,54,9.0,9.0,0,62,3,5,0,21,6,6.89,18.0,20.67
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,1,Bangladesh,Mehedi Hasan Miraz,54,9.0,9.0,0,56,1,0,0,19,6,6.22,54.0,56.0
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,1,Bangladesh,Rubel Hossain,54,9.0,9.0,0,54,1,6,0,27,6,6.0,54.0,54.0
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,1,Bangladesh,Mosaddek Hossain,42,7.0,7.0,0,45,0,0,0,17,5,6.43,,
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,1,Bangladesh,Mustafizur Rahman,60,10.0,10.0,0,75,2,5,1,24,9,7.5,30.0,37.5
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,1,Bangladesh,Soumya Sarkar,30,5.0,5.0,0,17,1,0,0,16,1,3.4,30.0,17.0
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,1,Bangladesh,Mahmudullah,6,1.0,1.0,0,4,0,0,0,3,0,4.0,,
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,2,Sri Lanka,SL Malinga,58,9.4,9.667,2,38,3,9,0,38,4,3.93,19.33,12.67
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,2,Sri Lanka,N Pradeep,54,9.0,9.0,1,51,3,0,0,28,5,5.67,18.0,17.0
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,2,Sri Lanka,NLTC Perera,36,6.0,6.0,0,36,0,1,0,17,5,6.0,,
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,2,Sri Lanka,CBRLS Kumara,42,7.0,7.0,0,45,1,12,0,23,3,6.43,42.0,45.0
odi_2019-07-26_sri_lanka_bangladesh_1193504,ODI,2,Sri Lanka,DM de Silva,60,10.0,10.0,0,49,2,2,0,23,2,4.9,30.0,24.5
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,1,Sri Lanka,DM de Silva,60,10.0,10.0,0,39,0,1,0,29,2,3.9,,
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,1,Sri Lanka,N Pradeep,60,10.0,10.0,0,53,2,1,1,28,5,5.3,30.0,26.5
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,1,Sri Lanka,I Udana,60,10.0,10.0,0,58,2,1,0,26,6,5.8,30.0,29.0
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,1,Sri Lanka,CBRLS Kumara,60,10.0,10.0,0,42,0,7,0,36,3,4.2,,
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,1,Sri Lanka,A Dananjaya,60,10.0,10.0,0,39,2,2,0,34,3,3.9,30.0,19.5
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,2,Bangladesh,Mehedi Hasan Miraz,60,10.0,10.0,0,51,1,0,0,27,4,5.1,60.0,51.0
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,2,Bangladesh,Shafiul Islam,30,5.0,5.0,0,29,0,2,0,18,4,5.8,,
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,2,Bangladesh,Taijul Islam,60,10.0,10.0,2,35,0,2,0,35,3,3.5,,
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,2,Bangladesh,Mustafizur Rahman,48,8.0,8.0,0,50,2,3,1,29,7,6.25,24.0,25.0
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,2,Bangladesh,Mosaddek Hossain,42,7.0,7.0,0,32,0,5,0,20,2,4.57,,
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,2,Bangladesh,Sabbir Rahman,16,2.4,2.667,0,20,0,0,0,8,4,7.5,,
odi_2019-07-28_sri_lanka_bangladesh_1193505,ODI,2,Bangladesh,Soumya Sarkar,12,2.0,2.0,0,16,0,0,0,3,2,8.0,,
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,1,Bangladesh,Shafiul Islam,60,10.0,10.0,2,68,3,1,0,31,9,6.8,20.0,22.67
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,1,Bangladesh,Rubel Hossain,54,9.0,9.0,1,55,1,1,0,24,7,6.11,54.0,55.0
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,1,Bangladesh,Taijul Islam,60,10.0,10.0,1,34,1,0,0,35,2,3.4,60.0,34.0
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,1,Bangladesh,Mehedi Hasan Miraz,54,9.0,9.0,0,59,0,0,0,19,7,6.56,,
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,1,Bangladesh,Soumya Sarkar,54,9.0,9.0,0,56,3,1,0,21,6,6.22,18.0,18.67
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,1,Bangladesh,Mahmudullah,18,3.0,3.0,0,22,0,1,0,8,3,7.33,,
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,2,Sri Lanka,GSNFG Jayasuriya,36,6.0,6.0,0,40,0,0,0,14,4,6.67,,
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,2,Sri Lanka,CAK Rajitha,30,5.0,5.0,0,17,2,3,0,21,2,3.4,15.0,8.5
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,2,Sri Lanka,A Dananjaya,60,10.0,10.0,0,44,1,0,0,30,3,4.4,60.0,44.0
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,2,Sri Lanka,MD Shanaka,36,6.0,6.0,0,27,3,2,0,19,3,4.5,12.0,9.0
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,2,Sri Lanka,PWH de Silva,24,4.0,4.0,1,16,1,0,0,16,2,4.0,24.0,16.0
odi_2019-07-31_sri_lanka_bangladesh_1193506,ODI,2,Sri Lanka,CBRLS Kumara,30,5.0,5.0,0,26,2,0,0,17,4,5.2,15.0,13.0
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,1,Oman,Bilal Khan,42,7.0,7.0,1,33,0,3,0,26,3,4.71,,
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,1,Oman,Kaleemullah,30,5.0,5.0,0,28,0,1,0,17,3,5.6,,
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,1,Oman,Fayyaz Butt,30,5.0,5.0,0,21,0,0,1,19,2,4.2,,
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,1,Oman,Jay Odedra,60,10.0,10.0,1,48,1,1,0,32,3,4.8,60.0,48.0
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,1,Oman,Zeeshan Maqsood,60,10.0,10.0,0,35,3,0,0,33,1,3.5,20.0,11.67
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,1,Oman,Khawar Ali,60,10.0,10.0,0,41,2,2,0,29,1,4.1,30.0,20.5
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,1,Oman,Aqib Ilyas,18,3.0,3.0,0,13,1,1,0,10,1,4.33,18.0,13.0
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,2,Papua New Guinea,N Pokana,48,8.0,8.0,0,32,1,3,0,27,2,4.0,48.0,32.0
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,2,Papua New Guinea,N Vanua,60,10.0,10.0,1,46,0,1,1,30,2,4.6,,
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,2,Papua New Guinea,D Ravu,42,7.0,7.0,0,40,0,0,0,18,4,5.71,,
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,2,Papua New Guinea,CJA Amini,60,10.0,10.0,0,49,2,1,0,29,5,4.9,30.0,24.5
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,2,Papua New Guinea,A Vala,30,5.0,5.0,0,22,1,0,0,15,1,4.4,30.0,22.0
odi_2019-08-14_oman_papua_new_guinea_1196670,ODI,2,Papua New Guinea,CA Soper,55,9.1,9.167,0,41,1,4,0,30,2,4.47,55.0,41.0
odi_2019-08-15_scotland_oman_1196671,ODI,1,Oman,Kaleemullah,24,4.0,4.0,1,18,0,0,0,16,2,4.5,,
odi_2019-08-15_scotland_oman_1196671,ODI,1,Oman,Fayyaz Butt,48,8.0,8.0,0,31,1,0,0,29,3,3.88,48.0,31.0
odi_2019-08-15_scotland_oman_1196671,ODI,1,Oman,Mohammad Nadeem,18,3.0,3.0,0,23,0,0,0,11,4,7.67,,
odi_2019-08-15_scotland_oman_1196671,ODI,1,Oman,Zeeshan Maqsood,60,10.0,10.0,1,32,2,0,0,30,0,3.2,30.0,16.0
odi_2019-08-15_scotland_oman_1196671,ODI,1,Oman,Aamir Kaleem,46,7.4,7.667,0,30,2,0,0,25,2,3.91,23.0,15.0
odi_2019-08-15_scotland_oman_1196671,ODI,1,Oman,Khawar Ali,54,9.0,9.0,1,23,4,3,0,40,1,2.56,13.5,5.75
odi_2019-08-15_scotland_oman_1196671,ODI,1,Oman,Aqib Ilyas,18,3.0,3.0,0,10,1,0,0,10,0,3.33,18.0,10.0
odi_2019-08-15_scotland_oman_1196671,ODI,2,Scotland,A Neill,55,9.1,9.167,0,24,1,2,0,40,1,2.62,55.0,24.0
odi_2019-08-15_scotland_oman_1196671,ODI,2,Scotland,SM Sharif,30,5.0,5.0,0,14,0,1,0,22,1,2.8,,
odi_2019-08-15_scotland_oman_1196671,ODI,2,Scotland,AC Evans,36,6.0,6.0,0,37,0,0,0,17,3,6.17,,
odi_2019-08-15_scotland_oman_1196671,ODI,2,Scotland,MRJ Watt,60,10.0,10.0,1,25,1,0,0,40,2,2.5,60.0,25.0
odi_2019-08-15_scotland_oman_1196671,ODI,2,Scotland,TB Sole,60,10.0,10.0,0,49,0,0,0,30,4,4.9,,
odi_2019-08-15_scotland_oman_1196671,ODI,2,Scotland,RD Berrington,24,4.0,4.0,1,11,0,1,0,15,0,2.75,,
odi_2019-08-15_scotland_oman_1196671,ODI,2,Scotland,CS MacLeod,6,1.0,1.0,0,4,0,0,0,4,0,4.0,,
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,1,Scotland,GT Main,30,5.0,5.0,0,30,0,3,0,17,4,6.0,,
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,1,Scotland,SM Sharif,48,8.0,8.0,1,37,1,3,1,26,3,4.62,48.0,37.0
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,1,Scotland,MRJ Watt,60,10.0,10.0,0,26,1,0,0,44,0,2.6,60.0,26.0
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,1,Scotland,RD Berrington,18,3.0,3.0,0,19,0,0,0,8,1,6.33,,
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,1,Scotland,MA Leask,60,10.0,10.0,1,38,3,1,0,36,2,3.8,20.0,12.67
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,1,Scotland,Hamza Tahir,60,10.0,10.0,0,37,4,2,0,37,2,3.7,15.0,9.25
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,1,Scotland,CS MacLeod,24,4.0,4.0,0,14,0,1,0,11,0,3.5,,
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,2,Papua New Guinea,N Pokana,47,7.5,7.833,2,25,3,0,0,37,4,3.19,15.67,8.33
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,2,Papua New Guinea,S Bau,42,7.0,7.0,0,23,0,1,0,30,3,3.29,,
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,2,Papua New Guinea,N Vanua,18,3.0,3.0,0,18,0,0,0,11,3,6.0,,
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,2,Papua New Guinea,CJA Amini,60,10.0,10.0,0,70,0,0,0,28,8,7.0,,
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,2,Papua New Guinea,A Vala,60,10.0,10.0,0,37,3,2,0,36,3,3.7,20.0,12.33
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,2,Papua New Guinea,CA Soper,60,10.0,10.0,2,27,1,0,0,40,2,2.7,60.0,27.0
odi_2019-08-17_scotland_papua_new_guinea_1196672,ODI,2,Papua New Guinea,L Siaka,6,1.0,1.0,0,5,0,0,0,3,0,5.0,,
odi_2019-08-18_scotland_oman_1196673,ODI,1,Oman,Bilal Khan,60,10.0,10.0,2,45,2,0,0,36,4,4.5,30.0,22.5
odi_2019-08-18_scotland_oman_1196673,ODI,1,Oman,AV Lalcheta,54,9.0,9.0,1,35,2,0,0,37,3,3.89,27.0,17.5
odi_2019-08-18_scotland_oman_1196673,ODI,1,Oman,Aqib Ilyas,24,4.0,4.0,0,19,1,0,0,14,2,4.75,24.0,19.0
odi_2019-08-18_scotland_oman_1196673,ODI,1,Oman,Fayyaz Butt,54,9.0,9.0,0,38,0,0,1,30,2,4.22,,
odi_2019-08-18_scotland_oman_1196673,ODI,1,Oman,Aamir Kaleem,30,5.0,5.0,0,24,0,1,0,19,1,4.8,,
odi_2019-08-18_scotland_oman_1196673,ODI,1,Oman,Khawar Ali,42,7.0,7.0,0,40,2,2,0,16,1,5.71,21.0,20.0
odi_2019-08-18_scotland_oman_1196673,ODI,1,Oman,Zeeshan Maqsood,36,6.0,6.0,0,22,0,0,0,21,1,3.67,,
odi_2019-08-18_scotland_oman_1196673,ODI,2,Scotland,MRJ Watt,42,7.0,7.0,0,13,1,0,0,31,0,1.86,42.0,13.0
odi_2019-08-18_scotland_oman_1196673,ODI,2,Scotland,SM Sharif,42,7.0,7.0,2,23,3,0,0,31,2,3.29,14.0,7.67
odi_2019-08-18_scotland_oman_1196673,ODI,2,Scotland,RD Berrington,6,1.0,1.0,0,8,0,0,0,2,1,8.0,,
odi_2019-08-18_scotland_oman_1196673,ODI,2,Scotland,Hamza Tahir,56,9.2,9.333,1,38,5,1,0,32,2,4.07,11.2,7.6
odi_2019-08-18_scotland_oman_1196673,ODI,2,Scotland,MA Leask,42,7.0,7.0,0,33,0,0,0,28,5,4.71,,
odi_2019-08-18_scotland_oman_1196673,ODI,2,Scotland,TB Sole,42,7.0,7.0,0,22,1,1,0,28,1,3.14,42.0,22.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,1,Papua New Guinea,N Pokana,60,10.0,10.0,1,40,2,2,0,34,2,4.0,30.0,20.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,1,Papua New Guinea,D Ravu,18,3.0,3.0,0,22,0,0,0,12,4,7.33,,
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,1,Papua New Guinea,S Bau,48,8.0,8.0,0,29,0,0,0,33,4,3.62,,
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,1,Papua New Guinea,CA Soper,54,9.0,9.0,1,43,2,1,0,36,6,4.78,27.0,21.5
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,1,Papua New Guinea,A Vala,48,8.0,8.0,1,29,1,0,0,30,3,3.62,48.0,29.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,1,Papua New Guinea,CJA Amini,42,7.0,7.0,1,24,0,0,0,27,3,3.43,,
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,1,Papua New Guinea,N Vanua,30,5.0,5.0,0,48,1,1,0,7,4,9.6,30.0,48.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,2,Scotland,MRJ Watt,60,10.0,10.0,2,43,2,1,0,34,3,4.3,30.0,21.5
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,2,Scotland,SM Sharif,54,9.0,9.0,1,44,1,0,1,26,4,4.89,54.0,44.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,2,Scotland,MA Leask,54,9.0,9.0,1,43,1,2,0,29,3,4.78,54.0,43.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,2,Scotland,TB Sole,48,8.0,8.0,1,30,1,3,0,28,1,3.75,48.0,30.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,2,Scotland,Hamza Tahir,60,10.0,10.0,0,26,1,0,0,41,1,2.6,60.0,26.0
odi_2019-08-20_scotland_papua_new_guinea_1196674,ODI,2,Scotland,CS MacLeod,24,4.0,4.0,1,13,1,0,0,18,2,3.25,24.0,13.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,1,Oman,Bilal Khan,60,10.0,10.0,1,32,2,1,0,42,2,3.2,30.0,16.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,1,Oman,AV Lalcheta,30,5.0,5.0,1,27,0,0,0,17,4,5.4,,
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,1,Oman,Fayyaz Butt,30,5.0,5.0,0,47,0,0,2,11,7,9.4,,
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,1,Oman,Jay Odedra,60,10.0,10.0,1,34,4,1,0,43,3,3.4,15.0,8.5
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,1,Oman,Zeeshan Maqsood,60,10.0,10.0,1,26,1,0,0,41,2,2.6,60.0,26.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,1,Oman,Aqib Ilyas,18,3.0,3.0,1,6,1,0,0,15,1,2.0,18.0,6.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,1,Oman,Khawar Ali,42,7.0,7.0,0,30,1,0,0,18,1,4.29,42.0,30.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,N Pokana,30,5.0,5.0,0,14,0,0,0,18,1,2.8,,
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,N Vanua,40,6.4,6.667,0,39,1,5,0,20,2,5.85,40.0,39.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,S Bau,12,2.0,2.0,0,9,0,0,0,5,0,4.5,,
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,CJA Amini,60,10.0,10.0,0,39,3,8,0,38,2,3.9,20.0,13.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,A Vala,60,10.0,10.0,1,26,1,3,0,44,2,2.6,60.0,26.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,CA Soper,36,6.0,6.0,0,29,0,0,0,20,4,4.83,,
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,H Hiri,30,5.0,5.0,0,20,1,0,0,16,2,4.0,30.0,20.0
odi_2019-08-21_oman_papua_new_guinea_1196675,ODI,2,Papua New Guinea,L Siaka,18,3.0,3.0,0,22,0,1,0,7,3,7.33,,
odi_2020-09-11_australia_england_1198238,ODI,1,England,CR Woakes,60,10.0,10.0,0,59,1,1,0,29,7,5.9,60.0,59.0
odi_2020-09-11_australia_england_1198238,ODI,1,England,JC Archer,60,10.0,10.0,0,57,3,3,0,35,6,5.7,20.0,19.0
odi_2020-09-11_australia_england_1198238,ODI,1,England,MA Wood,60,10.0,10.0,0,54,3,1,0,27,5,5.4,20.0,18.0
odi_2020-09-11_australia_england_1198238,ODI,1,England,MM Ali,60,10.0,10.0,0,59,0,0,0,25,6,5.9,,
odi_2020-09-11_australia_england_1198238,ODI,1,England,AU Rashid,60,10.0,10.0,0,55,2,0,0,21,4,5.5,30.0,27.5
odi_2020-09-11_australia_england_1198238,ODI,2,Australia,MA Starc,60,10.0,10.0,0,47,0,1,0,34,5,4.7,,
odi_2020-09-11_australia_england_1198238,ODI,2,Australia,JR Hazlewood,60,10.0,10.0,3,26,3,1,0,45,2,2.6,20.0,8.67
odi_2020-09-11_australia_england_1198238,ODI,2,Australia,PJ Cummins,60,10.0,10.0,0,74,1,1,0,27,10,7.4,60.0,74.0
odi_2020-09-11_australia_england_1198238,ODI,2,Australia,A Zampa,60,10.0,10.0,0,55,4,1,0,30,6,5.5,15.0,13.75
odi_2020-09-11_australia_england_1198238,ODI,2,Australia,MR Marsh,30,5.0,5.0,1,29,1,0,0,13,3,5.8,30.0,29.0
odi_2020-09-11_australia_england_1198238,ODI,2,Australia,GJ Maxwell,18,3.0,3.0,0,19,0,1,0,4,1,6.33,,
odi_2020-09-11_australia_england_1198238,ODI,2,Australia,MP Stoinis,12,2.0,2.0,0,15,0,0,1,4,1,7.5,,
odi_2020-09-13_england_australia_1198239,ODI,1,Australia,MA Starc,60,10.0,10.0,1,38,2,3,0,39,4,3.8,30.0,19.0
odi_2020-09-13_england_australia_1198239,ODI,1,Australia,JR Hazlewood,60,10.0,10.0,2,27,1,0,0,45,4,2.7,60.0,27.0
odi_2020-09-13_england_australia_1198239,ODI,1,Australia,PJ Cummins,60,10.0,10.0,3,56,1,3,0,38,8,5.6,60.0,56.0
odi_2020-09-13_england_australia_1198239,ODI,1,Australia,MR Marsh,48,8.0,8.0,1,49,1,2,0,22,5,6.12,48.0,49.0
odi_2020-09-13_england_australia_1198239,ODI,1,Australia,MP Stoinis,12,2.0,2.0,0,20,0,0,0,4,3,10.0,,
odi_2020-09-13_england_australia_1198239,ODI,1,Australia,A Zampa,60,10.0,10.0,0,36,3,0,0,37,4,3.6,20.0,12.0
odi_2020-09-13_england_australia_1198239,ODI,2,England,CR Woakes,60,10.0,10.0,1,32,3,0,0,40,3,3.2,20.0,10.67
odi_2020-09-13_england_australia_1198239,ODI,2,England,JC Archer,60,10.0,10.0,2,34,3,0,0,36,3,3.4,20.0,11.33
odi_2020-09-13_england_australia_1198239,ODI,2,England,TK Curran,60,10.0,10.0,2,28,0,0,0,34,1,2.8,,
odi_2020-09-13_england_australia_1198239,ODI,2,England,AU Rashid,58,9.4,9.667,0,67,1,0,1,20,7,6.93,58.0,67.0
odi_2020-09-13_england_australia_1198239,ODI,2,England,SM Curran,54,9.0,9.0,0,35,3,1,0,29,2,3.89,18.0,11.67
odi_2020-09-16_england_australia_1198240,ODI,1,Australia,MA Starc,60,10.0,10.0,0,74,3,2,0,32,10,7.4,20.0,24.67
odi_2020-09-16_england_australia_1198240,ODI,1,Australia,JR Hazlewood,60,10.0,10.0,0,68,0,1,0,28,9,6.8,,
odi_2020-09-16_england_australia_1198240,ODI,1,Australia,PJ Cummins,60,10.0,10.0,0,53,1,2,0,36,7,5.3,60.0,53.0
odi_2020-09-16_england_australia_1198240,ODI,1,Australia,A Zampa,60,10.0,10.0,0,51,3,0,0,25,4,5.1,20.0,17.0
